"","Unique_ID","sample_name","coral_tag","host_phylum","host_class","host_order","host_family","host_genus","host_species","Site","windward_leeward","Disturbance","Disturbance_cat","Species","expedition","tube_number","fastq_file_name","notes","fastq_fwd_file_name","fastq_rev_file_name","Sequencing_run","Sequence_count","X","ASV2","ASV4","ASV6","ASV7","ASV9","ASV10","ASV14","ASV15","ASV16","ASV17","ASV19","ASV22","ASV25","ASV26","ASV27","ASV28","ASV32","ASV39","ASV41","ASV42","ASV44","ASV45","ASV46","ASV49","ASV56","ASV59","ASV60","ASV67","ASV69","ASV70","ASV76","ASV77","ASV79","ASV80","ASV81","ASV82","ASV89","ASV90","ASV91","ASV93","ASV94","ASV97","ASV106","ASV110","ASV115","ASV116","ASV126","ASV127","ASV132","ASV138","ASV140","ASV141","ASV142","ASV143","ASV145","ASV153","ASV156","ASV165","ASV166","ASV174","ASV196","ASV205","ASV206","ASV216","ASV218","ASV224","ASV225","ASV242","ASV253","ASV260","ASV263","ASV271","ASV272","ASV275","ASV305","ASV308","ASV312","ASV318","ASV322","ASV324","ASV332","ASV346","ASV361","ASV371","ASV384","ASV385","ASV414","ASV416","ASV417","ASV422","ASV438","ASV439","ASV448","ASV450","ASV462","ASV465","ASV471","ASV481","ASV495","ASV501","ASV515","ASV516","ASV517","ASV533","ASV549","ASV552","ASV556","ASV557","ASV580","ASV582","ASV601","ASV634","ASV655","ASV672","ASV680","ASV689","ASV693","ASV712","ASV713","ASV721","ASV728","ASV741","ASV748","ASV756","ASV778","ASV796","ASV806","ASV827","ASV830","ASV860","ASV875","ASV884","ASV899","ASV948","ASV949","ASV965","ASV969","ASV986","ASV1033","ASV1051","ASV1107","ASV1145","ASV1157","ASV1162","ASV1166","ASV1187","ASV1207","ASV1226","ASV1243","ASV1254","ASV1272","ASV1294","ASV1304","ASV1362","ASV1396","ASV1442","ASV1462","ASV1473","ASV1486","ASV1503","ASV1518","ASV1533","ASV1537","ASV1567","ASV1592","ASV1596","ASV1623","ASV1628","ASV1669","ASV1674","ASV1695","ASV1712","ASV1715","ASV1732","ASV1752","ASV1757","ASV1760","ASV1780","ASV1810","ASV1916","ASV1918","ASV1923","ASV1952","ASV1971","ASV1975","ASV2000","ASV2012","ASV2030","ASV2079","ASV2085","ASV2095","ASV2340","ASV2349","ASV2369","ASV2444","ASV2484","ASV2557","ASV2567","ASV2720","ASV2739","ASV2743","ASV2783","ASV2974","ASV3149","ASV3227","ASV3319","ASV3336"
"111_S111_L001_run4","111_2017","908_2017","908","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","8","leeward",1212.82819,"Medium","Porites lobata","2017","111","111_S111_L001_run4_R1_001.fastq",NA,"111_S111_L001_run4_R1_001.fastq","111_S111_L001_run4_R2_001.fastq.gz","run4",2215,"",0,0,1444,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112-2018_S81_L001","112_2018","112_2018","1194","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","34","leeward",1212.82819,"Medium","Porites lobata","2018","112","112-2018_S81_L001_R1_001.fastq",NA,"112-2018_S81_L001_R1_001.fastq","112-2018_S81_L001_R2_001.fastq.gz","Starko_Shedd",680,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112_S112_L001_run4","112_2017","915_2017","915","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","8","leeward",1212.82819,"Medium","Porites lobata","2017","112","112_S112_L001_run4_R1_001.fastq",NA,"112_S112_L001_run4_R1_001.fastq","112_S112_L001_run4_R2_001.fastq.gz","run4",354,"",0,0,5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113_S113_L001_run4","113_2017","880_2017","880","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","8","leeward",1212.82819,"Medium","Porites lobata","2017","113","113_S113_L001_run4_R1_001.fastq",NA,"113_S113_L001_run4_R1_001.fastq","113_S113_L001_run4_R2_001.fastq.gz","run4",3633,"",0,5883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115-15B_S339_L001","115_2015b","669_1074_2015b","669_1074","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","19","windward",0,"Very Low","Porites lobata","2015b","115","115-15B_S339_L001_R1_001.fastq",NA,"115-15B_S339_L001_R1_001.fastq","115-15B_S339_L001_R2_001.fastq.gz","Bleaching3_run",13145,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115-15C_S20_L001","115_2015c","596_2015c","596","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2015c","115","115-15C_S20_L001_R1_001.fastq",NA,"115-15C_S20_L001_R1_001.fastq","115-15C_S20_L001_R2_001.fastq.gz","Bleaching3_run",27598,"",0,474,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116-15B_S347_L001","116_2015b","670_2015b","670","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","19","windward",0,"Very Low","Porites lobata","2015b","116","116-15B_S347_L001_R1_001.fastq",NA,"116-15B_S347_L001_R1_001.fastq","116-15B_S347_L001_R2_001.fastq.gz","Bleaching3_run",13419,"",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117_S117_L001_run4","117_2017","1118_2017","1118","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","8","leeward",1212.82819,"Medium","Porites lobata","2017","117","117_S117_L001_run4_R1_001.fastq",NA,"117_S117_L001_run4_R1_001.fastq","117_S117_L001_run4_R2_001.fastq.gz","run4",2545,"",0,0,0,6807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118-2019_S238_L001","118_2019","118_2019","1006","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","37","leeward",0,"Very Low","Porites lobata","2019","118","118-2019_S238_L001_R1_001.fastq",NA,"118-2019_S238_L001_R1_001.fastq","118-2019_S238_L001_R2_001.fastq.gz","Starko_Shedd",55045,"",0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118_S118_L001","1_2014","1_2014","1_1425","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","35","leeward",1212.82819,"Medium","Porites lobata","2014","1","118_S118_L001_R1_001.fastq",NA,"118_S118_L001_R1_001.fastq","118_S118_L001_R2_001.fastq.gz","run2",5800,"",0,0,0,0,0,0,16899,0,0,0,0,0,0,0,0,0,0,7926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119-2018_S86_L001","119_2018","119_2018","1112","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","3","windward",808.5521265,"Low","Porites lobata","2018","119","119-2018_S86_L001_R1_001.fastq",NA,"119-2018_S86_L001_R1_001.fastq","119-2018_S86_L001_R2_001.fastq.gz","Starko_Shedd",15651,"",0,0,39,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12-2018_S10_L001","12_2018","12_2018","915","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","8","leeward",1212.82819,"Medium","Porites lobata","2018","12","12-2018_S10_L001_R1_001.fastq",NA,"12-2018_S10_L001_R1_001.fastq","12-2018_S10_L001_R2_001.fastq.gz","Starko_Shedd",14572,"",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120-15C_S52_L001","120_2015c","601_2015c","601","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2015c","120","120-15C_S52_L001_R1_001.fastq",NA,"120-15C_S52_L001_R1_001.fastq","120-15C_S52_L001_R2_001.fastq.gz","Bleaching3_run",22358,"",0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120-2018_S87_L001","120_2018","120_2018","183_1114_1340","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","3","windward",808.5521265,"Low","Porites lobata","2018","120","120-2018_S87_L001_R1_001.fastq",NA,"120-2018_S87_L001_R1_001.fastq","120-2018_S87_L001_R2_001.fastq.gz","Starko_Shedd",13926,"",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120-2019_S240_L001","120_2019","120_2019","1010","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","37","leeward",0,"Very Low","Porites lobata","2019","120","120-2019_S240_L001_R1_001.fastq",NA,"120-2019_S240_L001_R1_001.fastq","120-2019_S240_L001_R2_001.fastq.gz","Starko_Shedd",12073,"",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120_S120_L001_run4","120_2017","917b_2017","917b","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","8","leeward",1212.82819,"Medium","Porites lobata","2017","120","120_S120_L001_run4_R1_001.fastq",NA,"120_S120_L001_run4_R1_001.fastq","120_S120_L001_run4_R2_001.fastq.gz","run4",305,"",0,0,0,0,0,0,0,0,0,0,0,0,5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121_S121_L001","5_2014","5_2014","5","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","35","leeward",1212.82819,"Medium","Porites lobata","2014","5","121_S121_L001_R1_001.fastq",NA,"121_S121_L001_R1_001.fastq","121_S121_L001_R2_001.fastq.gz","run2",13701,"",0,0,0,0,0,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122-2019_S242_L001","122_2019","122_2019","1004","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","37","leeward",0,"Very Low","Porites lobata","2019","122","122-2019_S242_L001_R1_001.fastq",NA,"122-2019_S242_L001_R1_001.fastq","122-2019_S242_L001_R2_001.fastq.gz","Starko_Shedd",351,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123-15B_S379_L001","123_2015b","677_1151_2015b","677_1151","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","19","windward",0,"Very Low","Porites lobata","2015b","123","123-15B_S379_L001_R1_001.fastq",NA,"123-15B_S379_L001_R1_001.fastq","123-15B_S379_L001_R2_001.fastq.gz","Bleaching3_run",11308,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123-2019_S243_L001","123_2019","123_2019","1012","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","37","leeward",0,"Very Low","Porites lobata","2019","123","123-2019_S243_L001_R1_001.fastq",NA,"123-2019_S243_L001_R1_001.fastq","123-2019_S243_L001_R2_001.fastq.gz","Starko_Shedd",101956,"",10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123_S123_L001","8_2014","8_2014","8","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","35","leeward",1212.82819,"Medium","Porites lobata","2014","8","123_S123_L001_R1_001.fastq",NA,"123_S123_L001_R1_001.fastq","123_S123_L001_R2_001.fastq.gz","run2",13708,"",1501,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124_S124_L001_run4","124_2017","1123_2017","1123","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","8","leeward",1212.82819,"Medium","Porites lobata","2017","124","124_S124_L001_run4_R1_001.fastq",NA,"124_S124_L001_run4_R1_001.fastq","124_S124_L001_run4_R2_001.fastq.gz","run4",2604,"",0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
